位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,AcJd,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AhJd,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AcJh,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AdJh,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AcJc,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AdJd,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,AhJh,桶7:纯空气,6.07,10.57,7.72,+74.1%,+27.1%
OOP,Kc9c,桶7:纯空气,6.50,6.45,4.71,-0.8%,-27.6%
OOP,Kd9d,桶7:纯空气,6.50,6.45,4.71,-0.8%,-27.6%
OOP,Kh9h,桶7:纯空气,6.50,6.45,4.71,-0.8%,-27.6%
OOP,QcJc,桶7:纯空气,6.65,6.46,4.72,-2.9%,-29.1%
OOP,QdJd,桶7:纯空气,6.65,6.46,4.72,-2.9%,-29.1%
OOP,QhJh,桶7:纯空气,6.65,6.46,4.72,-2.9%,-29.1%
OOP,JcTc,桶7:纯空气,6.80,6.60,4.81,-2.9%,-29.1%
OOP,JdTd,桶7:纯空气,6.80,6.60,4.81,-2.9%,-29.1%
OOP,JhTh,桶7:纯空气,6.80,6.60,4.81,-2.9%,-29.1%
OOP,QcTc,桶7:纯空气,6.87,6.79,4.96,-1.1%,-27.8%
OOP,QdTd,桶7:纯空气,6.87,6.79,4.96,-1.1%,-27.8%
OOP,QhTh,桶7:纯空气,6.87,6.79,4.96,-1.1%,-27.8%
OOP,AcQc,桶7:纯空气,7.21,11.70,8.54,+62.2%,+18.4%
OOP,AdQd,桶7:纯空气,7.21,11.70,8.54,+62.2%,+18.4%
OOP,AhQh,桶7:纯空气,7.21,11.70,8.54,+62.2%,+18.4%
OOP,AdQc,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AhQc,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AcQd,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AhQd,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AcQh,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AdQh,桶7:纯空气,7.22,11.70,8.54,+62.2%,+18.4%
OOP,AcKc,桶7:纯空气,8.41,12.29,8.97,+46.2%,+6.7%
OOP,AdKd,桶7:纯空气,8.41,12.29,8.97,+46.2%,+6.7%
OOP,AhKh,桶7:纯空气,8.41,12.29,8.97,+46.2%,+6.7%
OOP,AdKc,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,AhKc,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,AcKd,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,AhKd,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,AcKh,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,AdKh,桶7:纯空气,8.48,12.35,9.01,+45.6%,+6.3%
OOP,6c5c,桶3:中等成牌,13.96,17.93,13.66,+28.4%,-2.1%
OOP,6d5d,桶3:中等成牌,13.96,17.93,13.66,+28.4%,-2.1%
OOP,6h5h,桶3:中等成牌,13.96,17.93,13.66,+28.4%,-2.1%
OOP,7d7c,桶3:中等成牌,14.17,18.28,13.93,+29.0%,-1.7%
OOP,7h7c,桶3:中等成牌,14.17,18.28,13.93,+29.0%,-1.7%
OOP,7h7d,桶3:中等成牌,14.17,18.28,13.93,+29.0%,-1.7%
OOP,5c4c,桶5:常规强听牌,14.26,12.70,13.61,-10.9%,-4.6%
OOP,5d4d,桶5:常规强听牌,14.26,12.70,13.61,-10.9%,-4.6%
OOP,5h4h,桶5:常规强听牌,14.26,12.70,13.61,-10.9%,-4.6%
OOP,7c6c,桶3:中等成牌,14.39,18.85,14.37,+31.0%,-0.2%
